Date,Open,High,Low,Close,Adj Close,Volume
2017-07-28,566.75,570.9000244140625,556.5,566.0999755859375,552.912841796875,907951
2017-07-31,567.5499877929688,568.9500122070312,556.7999877929688,560.0999755859375,547.0526123046875,753415
2017-08-01,560.0999755859375,565.9000244140625,558.5,562.4500122070312,549.3478393554688,712732
2017-08-02,562.8499755859375,570.9000244140625,560.0,568.5499877929688,555.3057861328125,664681
2017-08-03,568.5499877929688,575.0,553.7999877929688,557.1500244140625,544.17138671875,1065451
2017-08-04,551.9000244140625,571.7000122070312,543.0499877929688,568.7000122070312,555.4522705078125,1004233
2017-08-07,566.5,571.0999755859375,553.0,566.5,553.3035278320312,769606
2017-08-08,560.7999877929688,580.0,560.7999877929688,578.5999755859375,565.1216430664062,1367344
2017-08-09,581.0,581.0,557.25,561.8499755859375,548.7617797851562,1801630
2017-08-10,560.0,569.8499755859375,541.5,548.2000122070312,535.4298706054688,1217416
2017-08-11,545.0,563.7000122070312,525.4500122070312,541.4000244140625,528.7882080078125,4337214
2017-08-14,560.0,576.0,552.0999755859375,570.0499877929688,556.7708129882812,4029605
2017-08-16,569.5,593.7000122070312,561.0499877929688,590.4500122070312,576.6956176757812,1838012
2017-08-17,593.4000244140625,594.0,569.9000244140625,573.2000122070312,559.847412109375,1422631
2017-08-18,573.4000244140625,575.7999877929688,560.2000122070312,565.2999877929688,552.1314697265625,1680225
2017-08-21,566.9000244140625,570.0,555.1500244140625,561.75,548.6641845703125,1222907
2017-08-22,562.0499877929688,567.6500244140625,558.0,559.25,546.222412109375,848353
2017-08-23,561.7000122070312,565.0,556.6500244140625,559.1500244140625,546.124755859375,848822
2017-08-24,559.0,575.75,557.2999877929688,574.0499877929688,560.6776123046875,1866440
2017-08-28,575.5,581.0,570.5499877929688,574.0999755859375,560.7265014648438,905222
2017-08-29,570.5499877929688,574.0499877929688,564.5,568.9000244140625,555.647705078125,608351
2017-08-30,574.0,576.0,565.5,566.3499755859375,553.1569213867188,596376
2017-08-31,570.0,578.0,562.0,571.9000244140625,558.5777587890625,1908728
2017-09-01,573.0,577.3499755859375,565.0999755859375,568.4000244140625,555.1593017578125,891591
2017-09-04,574.5,577.0,557.5499877929688,561.7000122070312,548.6153564453125,1731377
2017-09-05,564.7000122070312,565.8499755859375,556.9000244140625,559.5999755859375,546.564208984375,928770
2017-09-06,558.9000244140625,560.5999755859375,553.8499755859375,558.2999877929688,545.2944946289062,581901
2017-09-07,560.0,561.0,551.2999877929688,554.2000122070312,541.2901000976562,885205
2017-09-08,554.5,558.0,549.1500244140625,552.0,539.141357421875,775272
2017-09-11,555.0999755859375,558.1500244140625,550.0,553.8499755859375,540.9481811523438,523800
2017-09-12,554.4000244140625,562.7999877929688,543.3499755859375,560.5,547.4432373046875,1330724
2017-09-13,556.0,562.0999755859375,552.5499877929688,554.4000244140625,541.4853515625,1159840
2017-09-14,556.0,567.2999877929688,555.4500122070312,565.9500122070312,552.766357421875,1600717
2017-09-15,564.8499755859375,565.75,556.5499877929688,561.4000244140625,548.3223266601562,926019
2017-09-18,563.2000122070312,572.1500244140625,560.6500244140625,570.7000122070312,557.4057006835938,649831
2017-09-19,571.7000122070312,574.5,564.5,573.4000244140625,560.0428466796875,675306
2017-09-20,572.5,573.7999877929688,565.2000122070312,569.7000122070312,556.4290161132812,759531
2017-09-21,570.0499877929688,594.0,570.0499877929688,591.9000244140625,578.11181640625,3102522
2017-09-22,591.9000244140625,600.0,582.4500122070312,585.3499755859375,571.7144165039062,4003845
2017-09-25,581.9000244140625,594.4000244140625,564.3499755859375,577.2000122070312,563.7542724609375,2389495
2017-09-26,582.0,582.0,570.0,579.0,565.5123291015625,978323
2017-09-27,579.5999755859375,580.7000122070312,563.0,570.0999755859375,556.8196411132812,561243
2017-09-28,565.0,589.0,564.1500244140625,582.6500244140625,569.077392578125,2993535
2017-09-29,580.0,592.0,577.75,586.0999755859375,572.4468383789062,1021610
2017-10-03,590.0999755859375,592.75,575.5,578.9000244140625,565.4146728515625,522462
2017-10-04,579.9000244140625,587.4000244140625,579.2999877929688,581.0499877929688,567.5145263671875,631463
2017-10-05,583.0,590.0,579.0499877929688,585.3499755859375,571.7144165039062,647977
2017-10-06,586.0999755859375,589.2000122070312,582.8499755859375,585.4000244140625,571.7632446289062,462656
2017-10-09,584.9000244140625,595.5,578.5,585.5499877929688,571.90966796875,1116280
2017-10-10,590.0,593.4500122070312,585.5499877929688,590.1500244140625,576.4026489257812,741493
2017-10-11,591.0,594.0,579.5499877929688,586.1500244140625,572.495849609375,1053561
2017-10-12,589.4500122070312,593.3499755859375,580.2999877929688,589.6500244140625,575.9142456054688,751507
2017-10-13,590.2999877929688,598.25,588.2999877929688,592.8499755859375,579.0397338867188,936015
2017-10-16,595.0,608.9000244140625,594.2999877929688,606.75,592.6159057617188,1716771
2017-10-17,606.0,635.9000244140625,602.0,632.0999755859375,617.3753662109375,2563968
2017-10-18,631.0,631.0,609.0,611.0,596.766845703125,1185323
2017-10-19,613.9500122070312,613.9500122070312,602.0499877929688,607.7999877929688,593.6414184570312,151609
2017-10-23,613.0,619.4500122070312,589.5,592.9000244140625,579.0885620117188,1413195
2017-10-24,600.2999877929688,600.6500244140625,591.2999877929688,595.0499877929688,581.1884155273438,1138645
2017-10-25,599.0,604.0,589.5,592.6500244140625,578.8444213867188,991374
2017-10-26,595.4000244140625,616.7999877929688,592.5499877929688,611.5,597.2553100585938,2002276
2017-10-27,625.0,629.7999877929688,616.2000122070312,625.0499877929688,610.4896240234375,2198491
2017-10-30,623.25,630.0,614.5499877929688,626.0499877929688,611.46630859375,1045267
2017-10-31,629.0,634.9000244140625,621.5999755859375,627.5999755859375,612.9801635742188,1522851
2017-11-01,628.25,633.3499755859375,621.1500244140625,626.75,612.1500854492188,1359809
2017-11-02,626.4000244140625,642.7999877929688,625.1500244140625,636.0,621.1845703125,2058898
2017-11-03,640.0,648.1500244140625,629.5499877929688,640.0999755859375,625.1890258789062,1722647
2017-11-06,637.0999755859375,661.0,636.9000244140625,654.7999877929688,639.5465698242188,2195805
2017-11-07,663.4000244140625,663.4000244140625,602.0,607.5499877929688,593.3972778320312,7331364
2017-11-08,624.8499755859375,637.7999877929688,620.0,622.5999755859375,608.0966186523438,5570213
2017-11-09,624.0,628.0,611.5999755859375,614.5499877929688,600.2341918945312,1809019
2017-11-10,617.5,621.5,603.6500244140625,609.2999877929688,595.1065063476562,1400233
2017-11-13,610.2999877929688,611.2999877929688,595.7000122070312,602.0999755859375,588.0741577148438,1109147
2017-11-14,598.0,613.2999877929688,598.0,602.4500122070312,588.416015625,1498244
2017-11-15,602.6500244140625,607.9500122070312,590.2000122070312,593.6500244140625,579.821044921875,1171698
2017-11-16,595.3499755859375,599.4500122070312,590.0,592.8499755859375,579.0397338867188,1228065
2017-11-17,607.0,614.9000244140625,600.6500244140625,608.5499877929688,594.3740234375,1448847
2017-11-20,605.5499877929688,608.0,596.0999755859375,604.25,590.174072265625,1609788
2017-11-21,607.0,624.0,607.0,616.0999755859375,601.7481079101562,2222545
2017-11-22,616.9000244140625,625.7000122070312,614.0,619.25,604.8247680664062,2014698
2017-11-23,619.25,625.2000122070312,615.0,617.5999755859375,603.2130737304688,792383
2017-11-24,619.5,623.9000244140625,613.25,615.7000122070312,601.3574829101562,1118354
2017-11-27,617.0,619.9000244140625,611.0499877929688,614.7999877929688,600.4783325195312,1388114
2017-11-28,616.0,621.7000122070312,609.7999877929688,611.7999877929688,597.54833984375,1486189
2017-11-29,615.0,619.4000244140625,605.25,607.9000244140625,593.7391357421875,1465289
2017-11-30,605.0,607.8499755859375,597.0499877929688,600.9000244140625,586.9021606445312,1612910
2017-12-01,604.5,606.0,593.7000122070312,598.0999755859375,584.1673583984375,747562
2017-12-04,599.2999877929688,602.7999877929688,588.7999877929688,596.7000122070312,582.7999877929688,660077
2017-12-05,595.0,599.8499755859375,591.75,596.4500122070312,582.5558471679688,979009
2017-12-06,595.7999877929688,603.7999877929688,594.5,596.4500122070312,582.5558471679688,919271
2017-12-07,598.0,600.0,588.2999877929688,593.4500122070312,579.625732421875,752359
2017-12-08,595.0,607.0,592.4500122070312,603.0999755859375,589.0509033203125,606123
2017-12-11,612.0,612.9500122070312,597.2000122070312,603.6500244140625,589.588134765625,850998
2017-12-12,604.7000122070312,606.0,590.0,591.6500244140625,577.8677368164062,762200
2017-12-13,591.5,598.1500244140625,576.3499755859375,578.1500244140625,564.6821899414062,1197264
2017-12-14,580.0,593.7000122070312,575.0999755859375,590.4500122070312,576.6956176757812,1428906
2017-12-15,597.0,597.0,573.2000122070312,576.4500122070312,563.021728515625,4312419
2017-12-18,578.4000244140625,594.9000244140625,571.6500244140625,591.6500244140625,577.8677368164062,2379562
2017-12-19,592.4500122070312,605.7000122070312,592.4500122070312,603.9000244140625,589.8323364257812,1474696
2017-12-20,605.7000122070312,611.0,597.75,600.6500244140625,586.6580200195312,1068145
2017-12-21,602.9500122070312,608.7000122070312,596.0,599.7999877929688,585.8277587890625,1274585
2017-12-22,603.0,604.0,598.8499755859375,601.2000122070312,587.1951904296875,668806
2017-12-26,604.0499877929688,614.9000244140625,596.0999755859375,611.75,597.4994506835938,1239536
2017-12-27,613.0,623.75,610.2000122070312,612.6500244140625,598.3784790039062,1765029
2017-12-28,614.0,616.1500244140625,603.2000122070312,606.0499877929688,591.9321899414062,1428319
2017-12-29,606.1500244140625,611.9000244140625,604.0999755859375,608.5,594.3250732421875,702774
2018-01-01,608.0,617.8499755859375,607.0,611.5,597.2553100585938,873546
2018-01-02,614.2000122070312,619.0,605.5,607.7999877929688,593.6414184570312,1038258
2018-01-03,611.0,613.9000244140625,604.5499877929688,606.7999877929688,592.6647338867188,771828
2018-01-04,609.4500122070312,618.4000244140625,603.4500122070312,616.75,602.3829345703125,990602
2018-01-05,617.0,619.8499755859375,611.0999755859375,615.1500244140625,600.8202514648438,1072254
2018-01-08,618.5,627.5,612.2000122070312,615.0499877929688,600.7225341796875,1061612
2018-01-09,617.0,618.6500244140625,610.6500244140625,615.5999755859375,601.259765625,846158
2018-01-10,616.0,624.1500244140625,612.8499755859375,619.75,605.3130493164062,1207313
2018-01-11,619.0,619.0,609.0999755859375,612.3499755859375,598.08544921875,1092456
2018-01-12,614.0,618.4000244140625,603.0999755859375,612.0999755859375,597.8412475585938,891848
2018-01-15,612.5,615.5,608.2000122070312,610.25,596.034423828125,470386
2018-01-16,610.1500244140625,613.5,599.0,601.4000244140625,587.390625,1088762
2018-01-17,601.0499877929688,610.5999755859375,597.0499877929688,607.1500244140625,593.0066528320312,883340
2018-01-18,608.0999755859375,612.9500122070312,598.25,603.6500244140625,589.588134765625,1028921
2018-01-19,603.6500244140625,605.0999755859375,600.1500244140625,602.75,588.7091064453125,818518
2018-01-22,604.4000244140625,605.0,593.0999755859375,601.1500244140625,587.1463623046875,933769
2018-01-23,602.5,625.0,600.2999877929688,622.3499755859375,607.8524169921875,2105060
2018-01-24,621.9500122070312,623.75,612.9000244140625,618.2999877929688,603.8968505859375,1089562
2018-01-25,618.1500244140625,631.0,613.7000122070312,621.4000244140625,606.9246826171875,2973765
2018-01-29,624.9500122070312,628.4000244140625,611.0999755859375,615.0,600.6737060546875,1564268
2018-01-30,613.0,613.0999755859375,603.2000122070312,605.9500122070312,591.8345947265625,596682
2018-01-31,608.0,608.5,590.0,592.1500244140625,578.3560791015625,1264055
2018-02-01,591.9000244140625,597.0,580.2000122070312,587.0499877929688,573.374755859375,1050098
2018-02-02,586.0,593.9000244140625,575.0999755859375,581.1500244140625,567.6123046875,998752
2018-02-05,576.0,582.0999755859375,571.2000122070312,580.0999755859375,566.5867309570312,797017
2018-02-06,561.0,572.0,558.0499877929688,564.25,551.1058959960938,1284112
2018-02-07,578.5,579.9000244140625,554.2000122070312,569.25,555.9894409179688,3161498
2018-02-08,584.0,617.1500244140625,580.1500244140625,612.6500244140625,598.3784790039062,8349913
2018-02-09,595.0,626.0,595.0,621.4000244140625,606.9246826171875,2373799
2018-02-12,629.3499755859375,635.0,618.8499755859375,621.6500244140625,607.1688232421875,1957424
2018-02-14,622.0999755859375,630.2999877929688,611.5,616.1500244140625,601.7969970703125,1306512
2018-02-15,613.25,621.4500122070312,602.9500122070312,605.8499755859375,591.73681640625,1391858
2018-02-16,611.2999877929688,613.9500122070312,605.5,611.0999755859375,596.864501953125,906025
2018-02-19,612.0,612.1500244140625,594.3499755859375,600.4000244140625,586.4138793945312,1216005
2018-02-20,603.4500122070312,606.0999755859375,592.0,603.4500122070312,589.3927612304688,1599249
2018-02-21,607.0,607.75,589.25,597.25,583.337158203125,1409752
2018-02-22,595.0,597.25,586.5999755859375,589.6500244140625,575.9142456054688,1859008
2018-02-23,591.7999877929688,605.0,590.0,595.6500244140625,581.7745361328125,1576584
2018-02-26,596.25,598.2999877929688,588.75,590.0999755859375,576.353759765625,1417465
2018-02-27,591.7000122070312,598.9000244140625,583.0999755859375,586.5,572.8375854492188,1349590
2018-02-28,590.0,596.5999755859375,587.0999755859375,589.6500244140625,575.9142456054688,2255189
2018-03-01,593.9000244140625,593.9000244140625,580.4000244140625,581.7000122070312,568.1494750976562,1343806
2018-03-05,582.0999755859375,585.0,578.0499877929688,579.25,565.7564697265625,1179725
2018-03-06,581.5999755859375,589.4000244140625,580.0499877929688,584.0999755859375,570.4935302734375,1891302
2018-03-07,587.4500122070312,589.0999755859375,578.2000122070312,580.2000122070312,566.684326171875,1849650
2018-03-08,584.0,584.0,574.0,578.0,564.53564453125,1084582
2018-03-09,579.9500122070312,585.2000122070312,568.0499877929688,571.0499877929688,557.74755859375,1149194
2018-03-12,575.0499877929688,582.2000122070312,563.5499877929688,580.6500244140625,567.1238403320312,919792
2018-03-13,579.0,582.9000244140625,575.1500244140625,578.75,565.2682495117188,801792
2018-03-14,578.3499755859375,583.7999877929688,571.6500244140625,577.9000244140625,564.43798828125,811747
2018-03-15,578.0,579.5999755859375,569.0,571.1500244140625,557.8452758789062,849222
2018-03-16,570.0999755859375,574.0,557.0499877929688,559.4000244140625,546.368896484375,1867538
2018-03-19,563.6500244140625,566.9000244140625,555.4000244140625,559.75,546.7107543945312,1447941
2018-03-20,555.0999755859375,561.8499755859375,522.9000244140625,552.9000244140625,540.020263671875,9119209
2018-03-21,558.5,567.4500122070312,546.4000244140625,551.0499877929688,538.2134399414062,3091963
2018-03-22,551.9000244140625,555.0,538.1500244140625,540.75,528.1533203125,1506405
2018-03-23,539.0,540.7000122070312,534.0,538.4000244140625,525.858154296875,1203262
2018-03-26,538.1500244140625,544.5999755859375,532.9500122070312,541.7999877929688,529.1788940429688,1105319
2018-03-27,541.0,549.0,541.0,545.0499877929688,532.3531494140625,2206872
2018-03-28,544.0,548.7999877929688,534.0,545.4500122070312,532.7438354492188,2667979
2018-04-02,548.0,578.9500122070312,545.9000244140625,576.25,562.826416015625,2823880
2018-04-03,572.0,578.3499755859375,568.7999877929688,570.2999877929688,557.0150146484375,2493190
2018-04-04,572.3499755859375,575.4500122070312,564.5,569.7999877929688,556.5266723632812,1852997
2018-04-05,574.0,578.5499877929688,558.3499755859375,560.3499755859375,547.2967529296875,2396864
2018-04-06,560.2999877929688,571.0,557.25,558.9500122070312,545.9293823242188,2420324
2018-04-09,565.9000244140625,565.9000244140625,555.5,556.75,543.7806396484375,1470765
2018-04-10,558.0,567.0,556.5999755859375,558.1500244140625,545.1480712890625,1591682
2018-04-11,560.7000122070312,564.0,558.5,561.5,548.4199829101562,1789789
2018-04-12,562.9000244140625,562.9500122070312,554.7999877929688,556.1500244140625,543.194580078125,1309557
2018-04-13,557.5499877929688,561.1500244140625,552.5499877929688,555.5,542.5597534179688,1019158
2018-04-16,553.0499877929688,587.7999877929688,553.0499877929688,584.9500122070312,571.3237915039062,6741354
2018-04-17,585.5499877929688,588.3499755859375,575.7000122070312,579.9500122070312,566.4402465820312,2688507
2018-04-18,582.0,597.0,582.0,584.5999755859375,570.9818725585938,3853951
2018-04-19,584.25,592.0,583.0499877929688,584.4000244140625,570.7865600585938,1525419
2018-04-20,582.3499755859375,593.4000244140625,581.5,589.0499877929688,575.3281860351562,1641179
2018-04-23,576.0,601.75,576.0,600.1500244140625,586.1697387695312,3016500
2018-04-24,601.0,604.9000244140625,595.0999755859375,601.9000244140625,587.87890625,2782988
2018-04-25,600.5,600.5,586.2000122070312,593.0499877929688,579.2350463867188,1125208
2018-04-26,591.0,602.9000244140625,590.5499877929688,599.9500122070312,585.9742431640625,1503008
2018-04-27,602.0,607.0,593.0,599.8499755859375,585.8765869140625,1031376
2018-04-30,602.2000122070312,609.0,602.0,607.4000244140625,593.250732421875,687828
2018-05-02,610.0,621.9000244140625,608.9500122070312,612.0,597.7435913085938,1862999
2018-05-03,613.0,613.0999755859375,597.0,609.2999877929688,595.1065063476562,999887
2018-05-04,612.0999755859375,612.4500122070312,595.5,597.0,583.093017578125,925559
2018-05-07,598.5999755859375,600.0999755859375,585.0,591.0499877929688,577.2816162109375,1046885
2018-05-08,592.4000244140625,601.9500122070312,586.5499877929688,590.6500244140625,576.8909912109375,1039491
2018-05-09,591.4000244140625,596.0,585.5499877929688,588.0,574.3026733398438,652527
2018-05-10,594.0,594.5999755859375,572.5,575.5,562.0939331054688,2163326
2018-05-11,577.0499877929688,580.75,565.0999755859375,573.7000122070312,560.3358154296875,921890
2018-05-14,575.0,580.5,570.8499755859375,578.5,565.02392578125,888370
2018-05-15,579.7999877929688,593.0,573.0999755859375,575.7999877929688,562.3868408203125,2049528
2018-05-16,575.0,575.0,546.0,559.9000244140625,546.8572998046875,4071898
2018-05-17,557.9000244140625,560.0,538.7999877929688,553.75,540.8505249023438,3719963
2018-05-18,555.0,556.0,530.0,533.0499877929688,520.6326904296875,1708157
2018-05-21,531.6500244140625,536.7999877929688,516.0,520.4500122070312,508.3262939453125,2013336
2018-05-22,524.7999877929688,531.0999755859375,507.20001220703125,524.0,511.79351806640625,3080285
2018-05-23,515.0,564.9000244140625,515.0,532.4000244140625,519.9978637695312,7413823
2018-05-24,536.5,544.5499877929688,530.0,533.5,521.072265625,1925524
2018-05-25,538.8499755859375,538.8499755859375,527.5,536.6500244140625,524.1488647460938,1525355
2018-05-28,534.0,548.2999877929688,534.0,539.5,526.9324951171875,1460566
2018-05-29,539.0999755859375,542.5999755859375,527.7000122070312,530.5999755859375,518.23974609375,2656979
2018-05-30,529.0999755859375,529.0999755859375,519.5499877929688,525.5999755859375,513.3562622070312,2156315
2018-05-31,528.5999755859375,533.6500244140625,521.0499877929688,524.7999877929688,512.574951171875,3539206
2018-06-01,526.9500122070312,530.75,521.0499877929688,524.5,512.2818603515625,1625446
2018-06-04,527.5,529.0,517.1500244140625,520.7000122070312,508.5704345703125,1247023
2018-06-05,520.2999877929688,544.75,517.7000122070312,542.0999755859375,529.471923828125,3398337
2018-06-06,542.0999755859375,548.0,533.4000244140625,538.4500122070312,525.906982421875,2909756
2018-06-07,541.9500122070312,542.5499877929688,537.2000122070312,540.7000122070312,528.1045532226562,1119973
2018-06-08,541.7999877929688,562.0,538.75,559.6500244140625,546.6130981445312,4815940
2018-06-11,560.0,570.0,559.0,560.7999877929688,547.736328125,3113604
2018-06-12,561.9000244140625,573.0,561.0,567.0999755859375,553.8895263671875,3234303
2018-06-13,569.9500122070312,593.5,569.9500122070312,582.0999755859375,568.5401000976562,4657712
2018-06-14,588.9500122070312,592.9000244140625,583.5,588.0499877929688,574.3515014648438,3244655
2018-06-15,590.0,614.5499877929688,589.7999877929688,611.5999755859375,597.3529663085938,7125922
2018-06-18,612.0,618.7999877929688,600.2999877929688,606.5,592.3717651367188,2518169
2018-06-19,606.25,610.4500122070312,598.2000122070312,601.8499755859375,587.830078125,2992184
2018-06-20,613.0,622.75,600.3499755859375,602.8499755859375,588.8067626953125,9121187
2018-06-21,608.7999877929688,609.7000122070312,602.0,603.5,589.4415893554688,3052143
2018-06-22,604.0,618.0499877929688,595.25,615.75,601.40625,3245849
2018-06-25,615.0999755859375,622.5499877929688,608.0,611.4000244140625,597.1575317382812,3253606
2018-06-26,606.0,608.7000122070312,597.25,599.5,585.5347900390625,2323337
2018-06-27,602.5,606.9500122070312,593.0,602.2999877929688,588.26953125,2520918
2018-06-28,604.5,609.9000244140625,596.0,600.9000244140625,586.9021606445312,4173735
2018-06-29,601.5,619.9000244140625,599.9000244140625,616.6500244140625,602.285400390625,1525608
2018-07-02,620.0,620.0,611.0,617.0,602.6271362304688,1502606
2018-07-03,617.0,644.6500244140625,608.0499877929688,640.4000244140625,625.4819946289062,5271600
2018-07-04,644.9500122070312,648.0,623.7999877929688,628.9000244140625,614.2499389648438,5043141
2018-07-05,632.0,637.0,623.0999755859375,626.5499877929688,611.95458984375,2127794
2018-07-06,624.9000244140625,631.0,610.4000244140625,612.5,598.23193359375,2514518
2018-07-09,616.8499755859375,625.0,615.0,622.9000244140625,608.3897094726562,1462808
2018-07-10,626.5999755859375,633.9000244140625,620.1500244140625,632.0499877929688,617.3265991210938,1872744
2018-07-11,626.2999877929688,630.5,621.2999877929688,625.2999877929688,610.7337036132812,1669583
2018-07-12,629.4000244140625,636.7000122070312,622.7000122070312,633.3499755859375,618.5962524414062,2177684
2018-07-13,634.0,634.0,624.2000122070312,626.7000122070312,612.1011962890625,1475306
2018-07-16,629.4000244140625,636.0,611.1500244140625,620.9500122070312,606.485107421875,2211200
2018-07-17,621.9000244140625,639.5999755859375,620.0999755859375,637.4500122070312,622.6007690429688,2228377
2018-07-18,640.0,644.0,625.0999755859375,627.4000244140625,612.784912109375,2348371
2018-07-19,629.7999877929688,632.0999755859375,606.1500244140625,610.0999755859375,595.8877563476562,1424272
2018-07-20,614.9500122070312,630.0,602.1500244140625,625.7999877929688,611.22216796875,2832150
2018-07-23,623.1500244140625,637.2999877929688,617.25,634.0999755859375,619.3287353515625,1553101
2018-07-24,633.9500122070312,633.9500122070312,624.5,627.3499755859375,612.7360229492188,1319369
2018-07-25,629.0,631.0,613.4500122070312,623.9000244140625,609.3663330078125,1413265
2018-07-26,619.0,631.25,617.4500122070312,627.8499755859375,613.2244262695312,3163498
2018-07-27,627.75,641.9000244140625,625.9000244140625,636.2000122070312,621.3798828125,1508269
2018-07-30,633.0,636.25,628.0,634.2999877929688,619.524169921875,990056
2018-07-31,636.9500122070312,647.0,628.0999755859375,641.3499755859375,626.4098510742188,2469759
2018-08-01,641.0,641.5499877929688,635.0,639.1500244140625,624.2611083984375,2411436
2018-08-02,635.0,651.9000244140625,633.0499877929688,638.5,623.6263427734375,3974559
2018-08-03,640.9500122070312,647.5999755859375,639.0,641.0499877929688,626.1168823242188,1530339
2018-08-06,647.0,648.7999877929688,635.2999877929688,637.9500122070312,623.0891723632812,2716402
2018-08-07,642.9000244140625,642.9000244140625,627.0999755859375,629.4500122070312,614.7871704101562,2414266
2018-08-08,629.0,645.4500122070312,623.5999755859375,632.5499877929688,617.8148193359375,4121062
2018-08-09,649.0,662.5,616.7000122070312,619.1500244140625,604.72705078125,9996909
2018-08-10,624.9500122070312,628.5,614.5,621.0499877929688,606.582763671875,3168280
2018-08-13,622.0,631.5499877929688,619.2000122070312,628.2999877929688,616.6427001953125,2374657
2018-08-14,629.0999755859375,647.0,624.0,642.75,630.824462890625,2451003
2018-08-16,644.7000122070312,660.0,634.25,648.3499755859375,636.3206787109375,3925549
2018-08-17,650.0499877929688,655.5,643.7000122070312,646.9000244140625,634.8975219726562,2915387
2018-08-20,649.9000244140625,653.5,642.4000244140625,643.8499755859375,631.9041137695312,1296664
2018-08-21,647.9000244140625,654.4500122070312,644.0,650.25,638.185302734375,1981523
2018-08-23,653.4500122070312,665.0,652.7000122070312,657.9500122070312,645.7424926757812,2891829
2018-08-24,658.0,658.0,645.0,651.2000122070312,639.1177368164062,1904031
2018-08-27,653.0,662.5,648.2000122070312,659.5999755859375,647.36181640625,1381724
2018-08-28,662.0,677.5,644.6500244140625,648.2999877929688,636.2715454101562,5237362
2018-08-29,650.0,653.6500244140625,640.0,643.5,631.560546875,1891523
2018-08-30,645.0,651.9000244140625,640.5,649.4500122070312,637.400146484375,2124122
2018-08-31,649.5499877929688,664.0,649.5499877929688,662.1500244140625,649.8645629882812,3056580
2018-09-03,665.5,671.2000122070312,646.5999755859375,649.0999755859375,637.0567016601562,1971733
2018-09-04,649.7999877929688,655.0,638.4000244140625,643.9000244140625,631.9532470703125,2249087
2018-09-05,645.0499877929688,650.9000244140625,637.2000122070312,646.5499877929688,634.5540161132812,2542543
2018-09-06,651.0,664.7000122070312,647.0,662.0999755859375,649.8154907226562,2841096
2018-09-07,663.8499755859375,669.5,656.2999877929688,664.75,652.4163818359375,2431363
2018-09-10,665.0,678.0,664.0,668.0499877929688,655.6550903320312,3453432
2018-09-11,670.0999755859375,675.0,650.5999755859375,654.9000244140625,642.7491455078125,3399042
2018-09-12,654.9000244140625,662.0,643.25,656.4500122070312,644.2703247070312,3302191
2018-09-14,664.0,670.0,659.0499877929688,666.4000244140625,654.0357666015625,1512857
2018-09-17,673.0,673.0,660.4000244140625,664.9000244140625,652.5636596679688,2220455
2018-09-18,665.0,673.0,660.5999755859375,663.7000122070312,651.3858032226562,1814726
2018-09-19,668.0,678.4500122070312,645.75,660.5999755859375,648.3433227539062,3043018
2018-09-21,668.0,671.5499877929688,638.4000244140625,653.2000122070312,641.0806274414062,2276641
2018-09-24,662.0,668.9500122070312,640.7999877929688,645.5999755859375,633.62158203125,2766326
2018-09-25,644.0,665.7999877929688,643.0,661.75,649.4719848632812,2295464
2018-09-26,664.4500122070312,675.25,656.0,672.7999877929688,660.3169555664062,2131833
2018-09-27,675.0,677.0,655.9500122070312,659.3499755859375,647.116455078125,3433359
2018-09-28,659.3499755859375,663.0,647.2000122070312,654.0499877929688,641.9148559570312,1862405
2018-10-01,653.0499877929688,659.0,643.5,654.1500244140625,642.0130615234375,1309530
2018-10-03,650.0,663.9500122070312,650.0,654.5499877929688,642.405517578125,1533990
2018-10-04,650.0999755859375,654.6500244140625,632.0999755859375,638.4000244140625,626.5552368164062,1736407
2018-10-05,635.2999877929688,649.5499877929688,631.0,636.6500244140625,624.8377075195312,1806150
2018-10-08,636.5999755859375,642.6500244140625,628.4500122070312,638.7999877929688,626.9478149414062,1564640
2018-10-09,639.5,643.0999755859375,625.25,639.3499755859375,627.4876098632812,1535781
2018-10-10,639.3499755859375,651.0,633.2999877929688,639.5999755859375,627.73291015625,1881053
2018-10-11,627.5,633.7999877929688,613.0499877929688,616.2000122070312,604.7671508789062,1707508
2018-10-12,620.0,627.2000122070312,612.5999755859375,622.9000244140625,611.3428344726562,2085360
2018-10-15,623.0,649.7999877929688,618.0499877929688,647.8499755859375,635.829833984375,2666868
2018-10-16,647.8499755859375,651.6500244140625,637.3499755859375,639.75,627.8801879882812,1510216
2018-10-17,644.9000244140625,646.0,637.0,640.4500122070312,628.567138671875,1280980
2018-10-19,640.2999877929688,645.5499877929688,626.0999755859375,633.7999877929688,622.04052734375,2267774
2018-10-22,635.2000122070312,640.6500244140625,626.8499755859375,629.6500244140625,617.9676513671875,1399755
2018-10-23,628.7999877929688,632.0,616.0,622.3499755859375,610.802978515625,1370461
2018-10-24,625.5,635.0,615.5999755859375,621.2999877929688,609.7724609375,987144
2018-10-25,618.5499877929688,624.0,605.1500244140625,609.0,597.7007446289062,5739386
2018-10-26,609.2000122070312,612.3499755859375,598.6500244140625,603.7000122070312,592.4990844726562,1935618
2018-10-29,602.3499755859375,638.2000122070312,601.4500122070312,635.1500244140625,623.365478515625,1614423
2018-10-30,636.0,636.7000122070312,608.0999755859375,610.3499755859375,599.025634765625,2418471
2018-10-31,612.0,631.75,606.2999877929688,629.25,617.5750122070312,2305046
2018-11-01,630.0,631.9500122070312,614.0,615.4000244140625,603.9819946289062,1442392
